date,cnn_fng,vix,vvix,skew,nasdaq_close,kospi_close,sp500_close,russell2k_close,soxx_close,nasdaq_52w_high,kospi_52w_high,sp500_52w_high,russell2k_52w_high,soxx_52w_high,nasdaq_drop_pct,kospi_drop_pct,sp500_drop_pct,russell2k_drop_pct,soxx_drop_pct,tqqq_close,soxl_close,koru_close,smh_close,cnn_trigger,vix_trigger,margin_trigger,signal_count
2026-04-02,42.5,10,86.55,133.02,15402.48,2452.44,5440.36,2056.26,250.52,18991.34,3004.62,5516.69,2425.84,278.34,-18.9,-18.38,-1.38,-15.24,-9.99,28.05,38.42,98.88,175.57,0,0,0,0
2026-04-03,50.3,13.92,94.91,154.29,15640.64,2469.83,5419.81,2090.31,245.38,18991.34,3004.62,5516.69,2425.84,278.34,-17.64,-17.8,-1.76,-13.83,-11.84,29.33,38.69,100.46,177.25,0,0,0,0
2026-04-06,49.2,18.31,110.84,140.69,15583.53,2501.18,5447.87,2058.4,250.39,18991.34,3004.62,5516.69,2425.84,278.34,-17.94,-16.76,-1.25,-15.15,-10.04,28.68,39.68,103.14,174.62,0,0,0,0
2026-04-07,42.3,14.7,103.66,135.01,15460.88,2519.48,5393.68,2043.45,246.44,18991.34,3004.62,5516.69,2425.84,278.34,-18.59,-16.15,-2.23,-15.76,-11.46,27.84,41.13,100.31,169.24,0,0,0,0
2026-04-08,68.8,15.04,89.89,135.23,15551.93,2516.81,5343.15,2017.57,249.54,18991.34,3004.62,5516.69,2425.84,278.34,-18.11,-16.24,-3.15,-16.83,-10.35,28.43,37.23,103.09,169.11,0,0,0,0
2026-04-09,25.7,19.8,89.48,142.5,15675.17,2494.77,5380.46,2000.65,254.36,18991.34,3004.62,5516.69,2425.84,278.34,-17.46,-16.97,-2.47,-17.53,-8.62,29.18,36.42,102.55,170.99,0,0,0,0
2026-04-10,59.7,25.52,82.74,145.59,15436.63,2526.68,5353.41,2009.06,249.98,18991.34,3004.62,5516.69,2425.84,278.34,-18.72,-15.91,-2.96,-17.18,-10.19,27.92,37.66,106.02,172.15,0,1,0,1
2026-04-13,71.9,15.9,92.52,123.51,15195.05,2515.59,5384.98,2020.64,255.96,18991.34,3004.62,5516.69,2425.84,278.34,-19.99,-16.28,-2.39,-16.7,-8.04,26.37,37.35,106.48,172.14,0,0,0,0
2026-04-14,49.0,20.9,98.43,138.94,15280.16,2486.72,5458.21,2027.74,250.57,18991.34,3004.62,5516.69,2425.84,278.34,-19.54,-17.24,-1.06,-16.41,-9.98,27.13,35.11,108.89,174.74,0,0,0,0
2026-04-15,50.1,17.03,106.67,130.14,15153.09,2521.81,5399.28,2079.37,256.31,18991.34,3004.62,5516.69,2425.84,278.34,-20.21,-16.07,-2.13,-14.28,-7.91,26.45,36.6,107.55,171.84,0,0,0,0
2026-04-16,50.6,19.8,86.73,126.86,15151.31,2535.43,5390.32,2055.95,251.15,18991.34,3004.62,5516.69,2425.84,278.34,-20.22,-15.62,-2.29,-15.25,-9.77,26.28,34.71,105.6,168.18,0,0,0,0
2026-04-17,52.6,19.16,87.29,137.52,14970.69,2500.24,5337.02,2075.04,245.86,18991.34,3004.62,5516.69,2425.84,278.34,-21.17,-16.79,-3.26,-14.46,-11.67,25.26,37.24,100.85,168.22,0,0,0,0
2026-04-20,48.3,21.14,86.18,142.47,14998.64,2473.52,5355.22,2085.54,250.69,18991.34,3004.62,5516.69,2425.84,278.34,-21.02,-17.68,-2.93,-14.03,-9.93,25.59,37.02,95.87,166.79,0,0,0,0
2026-04-21,57.6,30.01,102.51,128.88,14913.76,2498.67,5351.68,2105.88,253.25,18991.34,3004.62,5516.69,2425.84,278.34,-21.47,-16.84,-2.99,-13.19,-9.01,25.02,38.04,95.92,167.89,0,1,0,1
2026-04-22,51.0,22.09,93.06,137.06,14841.07,2501.09,5301.57,2073.84,252.83,18991.34,3004.62,5516.69,2425.84,278.34,-21.85,-16.76,-3.9,-14.51,-9.17,24.68,39.32,94.96,167.71,0,0,0,0
2026-04-23,55.7,15.91,102.55,130.24,14472.82,2502.75,5274.5,2048.77,245.68,18991.34,3004.62,5516.69,2425.84,278.34,-23.79,-16.7,-4.39,-15.54,-11.73,22.61,40.34,94.4,166.67,0,0,0,0
